tanglish,tamil
raeezhway stateeon ebbo varrum,ரயில்வே ஸ்டேஷன் எப்போ வரும்?
addeendancee wandhoocha,வருகைப்பதிவு வந்துச்சா?
appa eepo warraanga,அப்பா எப்போ வர்றாங்க?
veeeetzha yellaarrum epti irrukanga,வீட்ல எல்லாரும் எப்படி இருக்காங்க?
yooffice poithoo waarrrren,அலுவலகம் போயிட்டு வர்றேன்.
naan naallaa irugen,நான் நல்லா இருக்கேன்
vittugu yepo waarraa,வீட்டுக்கு எப்போ வர?
weetlaa ellarrum yepdi irrukanga,வீட்ல எல்லாரும் எப்படி இருக்காங்க?
innigu seema wipee,இன்னைக்கு செம வைப்.
inikoo vezhaai irookoo,இன்னைக்கு வேலை இருக்கு.
friendu cazhzh paanraan,பிரெண்டு கால் பண்றான்.
wittugu epoo wara,வீட்டுக்கு எப்போ வர?
weetlaa yellarrum yeepti irukaanga,வீட்ல எல்லாரும் எப்படி இருக்காங்க?
boos sdhand yenka iruku,பஸ் ஸ்டாண்ட் எங்க இருக்கு?
boos staant engaa irookoo,பஸ் ஸ்டாண்ட் எங்க இருக்கு?
uyirr naallaa waazhum,உயிர் நல்லா வாழும்.
weetlaa yellaroom epti irugaaaangaa,வீட்ல எல்லாரும் எப்படி இருக்காங்க?
yama atoo tan,ஆமா அது தான்.
thanni venoom,தண்ணி வேணும்.
veeeetzha ezhzharoom eebdi irookaanka,வீட்ல எல்லாரும் எப்படி இருக்காங்க?
vethla yellaroom ebdee irrukanga,வீட்ல எல்லாரும் எப்படி இருக்காங்க?
trendink wideeo aatu,டிரெண்டிங் வீடியோ அது.
czhaass eebbo aaaaraambaam,வகுப்பு எப்போ ஆரம்பம்?
kaasu izhzhaa,காசு இல்ல.
prrojeect reaady baanraa,புராஜெக்ட் ரெடி பண்றா.
aapaa eepo warraanga,அப்பா எப்போ வர்றாங்க?
bus sdhand yeenga iroogoo,பஸ் ஸ்டாண்ட் எங்க இருக்கு?
pazhzhee goodam ponom,பள்ளி கூடம் போனோம்.
frrieendu sall panran,பிரெண்டு கால் பண்றான்.
vedhla yellarrum yepdee irukaanga,வீட்ல எல்லாரும் எப்படி இருக்காங்க?
cabteeon nazhzha eerugu,கேப்ஷன் நல்லா இருக்கு.
raaizhwaay sdadeeon eeppo waroom,ரயில்வே ஸ்டேஷன் எப்போ வரும்?
vethla ezhzharoom yepdee irugaaaangaa,வீட்ல எல்லாரும் எப்படி இருக்காங்க?
raizhway sdadeeon eppo varrum,ரயில்வே ஸ்டேஷன் எப்போ வரும்?
boos sdhand yenkaa iruku,பஸ் ஸ்டாண்ட் எங்க இருக்கு?
eexam seema tooogh,தேர்வு செம கடினம்.
raaizhwaay sdhadhion yeppo waroom,ரயில்வே ஸ்டேஷன் எப்போ வரும்?
inniku seema vipee,இன்னைக்கு செம வைப்.
vethla yellaroom yepdi iruganga,வீட்ல எல்லாரும் எப்படி இருக்காங்க?
poos sdhand yenkaa irruku,பஸ் ஸ்டாண்ட் எங்க இருக்கு?
nanpa ebdee irugaa,நண்பா எப்படி இருக்க?
rrombaa gavalaeeya irookoo,ரொம்ப கவலையா இருக்கு.
nanpa eebdi irukaa,நண்பா எப்படி இருக்க?
veethlaa yellarroom eebdi irugaaaangaa,வீட்ல எல்லாரும் எப்படி இருக்காங்க?
semaa photho brroo,செம படம் ப்ரோ.
innikoo nazhzha naazh,இன்னைக்கு நல்ல நாள்.
railway sdadeeon eeppo warrum,ரயில்வே ஸ்டேஷன் எப்போ வரும்?
weetlaa yellarroom eebdi irugaaaangaa,வீட்ல எல்லாரும் எப்படி இருக்காங்க?
boos sdhaand yenka irruku,பஸ் ஸ்டாண்ட் எங்க இருக்கு?
raeelway stateeon eeppo waroom,ரயில்வே ஸ்டேஷன் எப்போ வரும்?
raaizhwaay sdhaadhion yepo vaarrum,ரயில்வே ஸ்டேஷன் எப்போ வரும்?
witla ezhzharoom yepdi irukaanga,வீட்ல எல்லாரும் எப்படி இருக்காங்க?
inikoo vezhaai eeruku,இன்னைக்கு வேலை இருக்கு.
rraailwaay sdhadhioon yepo warum,ரயில்வே ஸ்டேஷன் எப்போ வரும்?
naanpaa yebdee irruka,நண்பா எப்படி இருக்க?
veetzha yellarroom yeepti irookaanka,வீட்ல எல்லாரும் எப்படி இருக்காங்க?
wethu velaee mutinjatu,வீட்டு வேலை முடிஞ்சது.
raailwaay sdhadhioon yeppo warroom,ரயில்வே ஸ்டேஷன் எப்போ வரும்?
comment banoonga makkale,கமெண்ட் பண்ணுங்க மக்களே.
raailwaay staation yeepo waroom,ரயில்வே ஸ்டேஷன் எப்போ வரும்?
bus staant enka iroogoo,பஸ் ஸ்டாண்ட் எங்க இருக்கு?
pus stant engaa irrookoo,பஸ் ஸ்டாண்ட் எங்க இருக்கு?
aama yaadhu dhaan,ஆமா அது தான்.
nedhu yenka bona,நேத்து எங்க போன?
assignment eezhudhithiya,அசைன்மென்ட் எழுதிட்டியா?
cabteeon nazhzha irugu,கேப்ஷன் நல்லா இருக்கு.
raeelway stateeon eppo waarrum,ரயில்வே ஸ்டேஷன் எப்போ வரும்?
thangachee engaa pona,தங்கச்சி எங்க போன?
cozhzheegee yepoo mootiyoom,கல்லூரி எப்போ முடியும்?
viddookoo ebo vara,வீட்டுக்கு எப்போ வர?
wazhkaiyizh vethree peeruvom,வாழ்க்கையில் வெற்றி பெறுவோம்.
pus sdhand yenkaa irruku,பஸ் ஸ்டாண்ட் எங்க இருக்கு?
veedduku yepo waaraa,வீட்டுக்கு எப்போ வர?
veetzha ellarrum ebdee irugaaaangaa,வீட்ல எல்லாரும் எப்படி இருக்காங்க?
soozhren naalaa kedooko,சொல்றேன் நல்லா கேட்டுக்கோ.
pazhzhee koooodam boonoom,பள்ளி கூடம் போனோம்.
raaizhwaay sdhadhion yepo warum,ரயில்வே ஸ்டேஷன் எப்போ வரும்?
yaama atu taaaan,ஆமா அது தான்.
naaaan naalaa iroogen,நான் நல்லா இருக்கேன்
rombaa saantoshaam,ரொம்ப சந்தோஷம்.
iniku seema weebe,இன்னைக்கு செம வைப்.
nambikai dhaan ezhzhaam,நம்பிக்கை தான் எல்லாம்.
raailwaay stateeon yeepo waroom,ரயில்வே ஸ்டேஷன் எப்போ வரும்?
dhrrogaam seyadhe,துரோகம் செய்யாதே.
raizhway sdhadhion yeppo waroom,ரயில்வே ஸ்டேஷன் எப்போ வரும்?
coolege eeppo moodiyoom,கல்லூரி எப்போ முடியும்?
dhhalaivaree getoo,தலைவரே கெத்து.
treending viteeo aatu,டிரெண்டிங் வீடியோ அது.
veeeetzha yellaroom yepdee irookaanka,வீட்ல எல்லாரும் எப்படி இருக்காங்க?
eenneegu nazhzha naaaal,இன்னைக்கு நல்ல நாள்.
witla ellarrum epdi iruganga,வீட்ல எல்லாரும் எப்படி இருக்காங்க?
veethla yellarroom eebdi irugaaaangaa,வீட்ல எல்லாரும் எப்படி இருக்காங்க?
nanba eptee irooka,நண்பா எப்படி இருக்க?
bus staand enkaa eerruku,பஸ் ஸ்டாண்ட் எங்க இருக்கு?
raeelway sdadeeon epoo warrum,ரயில்வே ஸ்டேஷன் எப்போ வரும்?
poos stant enka iruku,பஸ் ஸ்டாண்ட் எங்க இருக்கு?
boos sthaand yeenga irrookoo,பஸ் ஸ்டாண்ட் எங்க இருக்கு?
raaizhwaay sdhaadhion eepo warum,ரயில்வே ஸ்டேஷன் எப்போ வரும்?
thaangaachi enka poona,தங்கச்சி எங்க போன?
veethlaa yellarroom epti irukaanga,வீட்ல எல்லாரும் எப்படி இருக்காங்க?
trendeenk viteoo aadhu,டிரெண்டிங் வீடியோ அது.
enna yaachoo,என்ன ஆச்சு?
commendh paanunkaa maakkaale,கமெண்ட் பண்ணுங்க மக்களே.
nethoo eenka bonaa,நேத்து எங்க போன?
commeendh banoonga maakaale,கமெண்ட் பண்ணுங்க மக்களே.
atteentancee wandhoocha,வருகைப்பதிவு வந்துச்சா?
eela izhzhaai,இல்ல இல்லை.
boos sthand enka eerugu,பஸ் ஸ்டாண்ட் எங்க இருக்கு?
cabteeon naazhzhaa irookoo,கேப்ஷன் நல்லா இருக்கு.
